"Category","Demo_Code","Year","All","Midwest","Northeast","South","West"
"Food at home","LB11",1993,2735,2559,2984,2564,2985
"Food at home","LB11",1994,2712,2537,2934,2618,2862
"Food at home","LB11",1995,2803,2626,3122,2626,2999
"Food at home","LB11",1996,2876,2828,3020,2725,3031
"Food at home","LB11",1997,2880,2739,2970,2771,3125
"Food at home","LB11",1998,2780,2725,2917,2592,3016
"Food at home","LB11",1999,2915,2740,3084,2729,3245
"Food at home","LB11",2000,3021,2933,3202,2823,3269
"Food at home","LB11",2001,3086,2892,3399,2983,3183
"Food at home","LB11",2002,3099,2932,3296,2961,3317
"Food at home","LB11",2003,3129,2904,3306,2996,3428
"Food at home","LB11",2004,3347,3189,3634,3119,3634
"Food at home","LB11",2005,3297,3232,3645,3011,3527
"Food at home","LB11",2006,3417,3260,3463,3134,4018
"Food at home","LB11",2007,3465,3252,3595,3311,3822
"Food at home","LB11",2008,3744,3528,4021,3494,4140
"Food at home","LB11",2009,3753,3682,4043,3481,4023
"Food at home","LB11",2010,3624,3577,3910,3335,3914
"Food at home","LB11",2011,3838,3841,4099,3505,4169
"Food at home","LB11",2012,3921,3906,4056,3652,4272
"Food at home","LB11",2013,3977,4119,4222,3607,4267
"Footwear","LB11",1984,185,171,219,186,163
"Footwear","LB11",1985,184,174,185,183,198
"Footwear","LB11",1986,167,169,174,152,179
"Footwear","LB11",1987,184,165,245,163,181
"Footwear","LB11",1988,196,201,192,189,203
"Footwear","LB11",1989,189,173,220,176,198
"Footwear","LB11",1990,225,164,305,193,270
"Footwear","LB11",1991,242,220,280,237,237
"Footwear","LB11",1992,231,207,304,214,213
"Footwear","LB11",1993,249,239,279,240,243
"Footwear","LB11",1994,254,241,316,225,255
"Footwear","LB11",1995,278,277,278,289,262
"Footwear","LB11",1996,298,317,303,304,265
"Footwear","LB11",1997,315,298,339,323,298
"Footwear","LB11",1998,281,298,299,268,266
"Footwear","LB11",1999,303,272,301,298,347
"Footwear","LB11",2000,343,324,382,303,391
"Footwear","LB11",2001,302,261,347,291,325
"Footwear","LB11",2002,313,274,378,303,313
"Footwear","LB11",2003,294,249,357,283,305
"Footwear","LB11",2004,329,271,427,312,332
"Footwear","LB11",2005,320,280,354,322,330
"Footwear","LB11",2006,304,256,358,279,349
"Footwear","LB11",2007,327,334,350,297,350
"Footwear","LB11",2008,314,264,344,336,307
"Footwear","LB11",2009,323,251,343,349,336
"Footwear","LB11",2010,303,259,333,295,338
"Footwear","LB11",2011,321,292,331,308,363
"Footwear","LB11",2012,347,303,370,351,366
"Footwear","LB11",2013,307,253,412,267,342
"Fresh fruits","LB11",1984,93,91,110,74,112
"Fresh fruits","LB11",1985,96,87,115,84,109
"Fresh fruits","LB11",1986,102,95,118,83,124
"Fresh fruits","LB11",1987,113,103,124,99,135
"Fresh fruits","LB11",1988,121,120,126,108,137
"Fresh fruits","LB11",1989,126,114,132,112,154
"Fresh fruits","LB11",1990,127,121,136,114,145
"Fresh fruits","LB11",1991,133,118,139,116,176
"Fresh fruits","LB11",1992,127,115,144,112,151
"Fresh fruits","LB11",1993,137,125,154,120,164
"Fresh fruits","LB11",1994,133,120,158,118,150
"Fresh fruits","LB11",1995,144,136,175,126,154
"Fresh fruits","LB11",1996,153,151,166,130,182
"Fresh fruits","LB11",1997,150,146,169,131,170
"Fresh fruits","LB11",1998,149,145,161,126,180
"Fresh fruits","LB11",1999,152,131,177,129,192
"Fresh fruits","LB11",2000,163,151,181,141,196
"Fresh fruits","LB11",2001,160,147,191,140,181
"Fresh fruits","LB11",2002,178,157,198,161,210
"Fresh fruits","LB11",2003,171,152,185,149,213
"Fresh fruits","LB11",2004,187,171,213,161,222
"Fresh fruits","LB11",2005,182,175,214,148,214
"Fresh fruits","LB11",2006,195,180,208,157,265
"Fresh fruits","LB11",2007,202,191,216,177,241
"Fresh fruits","LB11",2008,222,199,242,189,282
"Fresh fruits","LB11",2009,220,210,247,185,262
"Fresh fruits","LB11",2010,232,232,255,192,280
"Fresh fruits","LB11",2011,247,243,278,201,302
"Fresh fruits","LB11",2012,261,262,285,218,314
"Fresh fruits","LB11",2013,270,283,287,215,337
"Fresh milk and cream","LB11",1984,128,123,131,123,139
"Fresh milk and cream","LB11",1985,131,128,148,117,140
"Fresh milk and cream","LB11",1986,122,117,132,114,133
"Fresh milk and cream","LB11",1987,132,124,137,126,149
"Fresh milk and cream","LB11",1988,134,129,130,135,142
"Fresh milk and cream","LB11",1989,148,143,151,139,165
"Fresh milk and cream","LB11",1990,140,132,152,130,155
"Fresh milk and cream","LB11",1991,129,126,130,122,144
"Fresh milk and cream","LB11",1992,134,135,141,125,140
"Fresh milk and cream","LB11",1993,128,129,128,121,138
"Fresh milk and cream","LB11",1994,127,122,132,122,137
"Fresh milk and cream","LB11",1995,123,118,132,116,132
"Fresh milk and cream","LB11",1996,132,138,135,122,141
"Fresh milk and cream","LB11",1997,128,129,130,119,140
"Fresh milk and cream","LB11",1998,120,121,121,112,132
"Fresh milk and cream","LB11",1999,122,120,135,112,129
"Fresh milk and cream","LB11",2000,131,132,132,122,145
"Fresh milk and cream","LB11",2001,136,135,140,125,150
"Fresh milk and cream","LB11",2002,127,129,128,119,138
"Fresh milk and cream","LB11",2003,127,126,130,117,139
"Fresh milk and cream","LB11",2004,144,137,156,133,161
"Fresh milk and cream","LB11",2005,146,150,151,137,152
"Fresh milk and cream","LB11",2006,140,133,141,136,155
"Fresh milk and cream","LB11",2007,154,145,151,156,161
"Fresh milk and cream","LB11",2008,168,160,175,161,182
"Fresh milk and cream","LB11",2009,144,140,152,140,148
"Fresh milk and cream","LB11",2010,141,136,157,132,148
"Fresh milk and cream","LB11",2011,150,143,149,142,169
"Fresh milk and cream","LB11",2012,152,144,153,149,164
"Fresh milk and cream","LB11",2013,152,156,164,139,159
"Furniture","LB11",1984,270,244,196,331,284
"Furniture","LB11",1985,285,227,298,292,340
"Furniture","LB11",1986,304,283,315,291,339
"Furniture","LB11",1987,315,276,331,286,397
"Furniture","LB11",1988,326,320,340,291,375
"Furniture","LB11",1989,312,284,340,301,339
"Furniture","LB11",1990,310,291,341,280,352
"Furniture","LB11",1991,294,311,289,270,318
"Furniture","LB11",1992,316,328,319,277,364
"Furniture","LB11",1993,317,333,302,326,298
"Furniture","LB11",1994,318,345,326,270,357
"Furniture","LB11",1995,327,313,305,325,366
"Furniture","LB11",1996,321,306,259,334,371
"Furniture","LB11",1997,387,354,424,386,392
"Furniture","LB11",1998,377,351,411,317,471
"Furniture","LB11",1999,365,336,364,352,418
"Furniture","LB11",2000,391,378,388,338,489
"Furniture","LB11",2001,372,349,324,371,440
"Furniture","LB11",2002,401,362,461,358,460
"Furniture","LB11",2003,401,411,391,357,471
"Furniture","LB11",2004,417,438,381,356,523
"Furniture","LB11",2005,467,395,385,463,621
"Furniture","LB11",2006,463,415,347,419,684
"Furniture","LB11",2007,446,401,589,382,472
"Furniture","LB11",2008,388,353,419,407,366
"Furniture","LB11",2009,343,316,347,353,349
"Furniture","LB11",2010,355,333,382,341,378
"Furniture","LB11",2011,358,370,356,360,345
"Furniture","LB11",2012,391,392,382,400,385
"Furniture","LB11",2013,382,389,415,342,417
"Household furnishings and equipment","LB11",1984,926,862,760,1054,981
"Household furnishings and equipment","LB11",1985,936,911,892,926,1039
"Household furnishings and equipment","LB11",1986,998,1000,1039,909,1101
"Household furnishings and equipment","LB11",1987,1032,979,1100,893,1256
"Household furnishings and equipment","LB11",1988,1083,1095,1082,987,1229
"Household furnishings and equipment","LB11",1989,1086,1047,1046,1040,1253
"Household furnishings and equipment","LB11",1990,1125,1042,1158,988,1416
"Household furnishings and equipment","LB11",1991,1200,1264,1133,1110,1335
"Household furnishings and equipment","LB11",1992,1162,1193,1157,1054,1307
"Household furnishings and equipment","LB11",1993,1230,1274,1282,1132,1287
"Household furnishings and equipment","LB11",1994,1348,1330,1362,1217,1567
"Household furnishings and equipment","LB11",1995,1401,1502,1245,1224,1716
"Household furnishings and equipment","LB11",1996,1350,1257,1216,1365,1551
"Household furnishings and equipment","LB11",1997,1512,1484,1570,1383,1699
"Household furnishings and equipment","LB11",1998,1601,1620,1721,1371,1837
"Household furnishings and equipment","LB11",1999,1499,1506,1496,1339,1749
"Household furnishings and equipment","LB11",2000,1549,1631,1540,1334,1811
"Household furnishings and equipment","LB11",2001,1458,1473,1365,1318,1748
"Household furnishings and equipment","LB11",2002,1518,1583,1544,1333,1727
"Household furnishings and equipment","LB11",2003,1497,1504,1452,1294,1858
"Household furnishings and equipment","LB11",2004,1646,1775,1630,1432,1871
"Household furnishings and equipment","LB11",2005,1767,1730,1522,1646,2214
"Household furnishings and equipment","LB11",2006,1708,1624,1548,1504,2264
"Household furnishings and equipment","LB11",2007,1797,1742,2026,1604,1970
"Household furnishings and equipment","LB11",2008,1624,1559,1543,1580,1829
"Household furnishings and equipment","LB11",2009,1506,1471,1467,1485,1605
"Household furnishings and equipment","LB11",2010,1467,1340,1566,1393,1632
"Household furnishings and equipment","LB11",2011,1514,1451,1520,1427,1714
"Household furnishings and equipment","LB11",2012,1580,1466,1460,1640,1691
"Household furnishings and equipment","LB11",2013,1542,1563,1665,1315,1802
"Household textiles","LB11",1984,86,80,63,91,112
"Household textiles","LB11",1985,96,87,101,86,119
"Household textiles","LB11",1986,105,91,107,90,146
"Household textiles","LB11",1987,91,81,96,82,110
"Household textiles","LB11",1988,94,86,101,74,129
"Household textiles","LB11",1989,105,109,86,87,151
"Household textiles","LB11",1990,99,101,88,95,113
"Household textiles","LB11",1991,100,86,101,96,123
"Household textiles","LB11",1992,92,99,96,82,97
"Household textiles","LB11",1993,102,94,103,99,117
"Household textiles","LB11",1994,100,99,112,101,86
"Household textiles","LB11",1995,100,109,122,100,70
"Household textiles","LB11",1996,76,73,71,78,80
"Household textiles","LB11",1997,79,78,86,64,99
"Household textiles","LB11",1998,105,96,105,85,148
"Household textiles","LB11",1999,114,122,118,94,134
"Household textiles","LB11",2000,106,117,134,85,106
"Household textiles","LB11",2001,114,113,134,100,120
"Household textiles","LB11",2002,136,129,122,115,186
"Household textiles","LB11",2003,113,105,126,91,147
"Household textiles","LB11",2004,158,126,209,151,158
"Household textiles","LB11",2005,132,144,132,128,128
"Household textiles","LB11",2006,154,150,125,135,213
"Household textiles","LB11",2007,133,107,148,129,155
"Household textiles","LB11",2008,126,103,103,132,161
"Household textiles","LB11",2009,124,116,126,122,134
"Household textiles","LB11",2010,102,94,108,92,124
"Household textiles","LB11",2011,109,99,102,95,149
"Household textiles","LB11",2012,123,95,113,121,162
"Household textiles","LB11",2013,97,95,93,72,146
"Housekeeping supplies","LB11",1984,307,320,297,301,310
"Housekeeping supplies","LB11",1985,325,333,315,318,335
"Housekeeping supplies","LB11",1986,316,319,319,285,360
"Housekeeping supplies","LB11",1987,341,331,352,337,350
"Housekeeping supplies","LB11",1988,361,406,340,331,375
"Housekeeping supplies","LB11",1989,394,378,391,394,415
"Housekeeping supplies","LB11",1990,406,390,426,380,447
"Housekeeping supplies","LB11",1991,424,428,396,392,499
"Housekeeping supplies","LB11",1992,433,428,443,438,421
"Housekeeping supplies","LB11",1993,410,406,398,398,447
"Housekeeping supplies","LB11",1994,393,386,409,372,422
"Housekeeping supplies","LB11",1995,430,418,467,393,467
"Housekeeping supplies","LB11",1996,464,465,457,416,544
"Housekeeping supplies","LB11",1997,455,485,418,427,501
"Housekeeping supplies","LB11",1998,482,475,446,488,514
"Housekeeping supplies","LB11",1999,498,541,502,458,512
"Housekeeping supplies","LB11",2000,482,514,530,440,472
"Housekeeping supplies","LB11",2001,509,492,518,494,544
"Housekeeping supplies","LB11",2002,545,709,498,489,506
"Housekeeping supplies","LB11",2003,529,575,523,496,537
"Housekeeping supplies","LB11",2004,594,661,586,549,606
"Housekeeping supplies","LB11",2005,611,618,654,573,629
"Housekeeping supplies","LB11",2006,640,606,583,660,691
"Housekeeping supplies","LB11",2007,639,620,576,595,782
"Housekeeping supplies","LB11",2008,654,678,665,646,635
"Housekeeping supplies","LB11",2009,659,682,640,667,638
"Housekeeping supplies","LB11",2010,612,634,619,586,624
"Housekeeping supplies","LB11",2011,615,645,641,567,642
"Housekeeping supplies","LB11",2012,610,588,597,609,644
"Housekeeping supplies","LB11",2013,645,665,648,586,721
"Income after taxes","LB11",1984,21237,20211,22050,20499,23034
"Income after taxes","LB11",1985,22887,21869,23463,22343,24624
"Income after taxes","LB11",1986,23172,21415,24334,22265,25766
"Income after taxes","LB11",1987,24871,23497,25530,23960,27351
"Income after taxes","LB11",1988,26149,25165,27368,25016,27980
"Income after taxes","LB11",1989,28496,26774,30984,27107,30325
"Income after taxes","LB11",1990,28937,26586,32427,26884,31595
"Income after taxes","LB11",1991,30729,29124,33186,28889,33123
"Income after taxes","LB11",1992,30786,29670,33372,28463,33162
"Income after taxes","LB11",1993,31890,30865,34265,29825,33958
"Income after taxes","LB11",1994,33098,30756,36255,31035,35946
"Income after taxes","LB11",1995,33864,33606,36297,31378,35778
"Income after taxes","LB11",1996,34864,34921,37538,32869,35789
"Income after taxes","LB11",1997,36684,35904,40166,33292,39839
"Income after taxes","LB11",1998,38358,37627,42015,35776,39921
"Income after taxes","LB11",1999,40652,38832,44488,37903,43301
"Income after taxes","LB11",2000,41532,40711,44456,39468,43088
"Income after taxes","LB11",2001,44587,44215,48040,41986,46164
"Income after taxes","LB11",2002,46934,46370,51578,43617,49008
"Income after taxes","LB11",2003,48596,49591,54219,44461,49667
"Income after taxes","LB11",2004,52287,51122,58673,49079,53222
"Income after taxes","LB11",2005,56304,54280,60908,51046,62999
"Income after taxes","LB11",2006,58101,55902,61766,54140,63574
"Income after taxes","LB11",2007,60858,57514,67440,56177,66250
"Income after taxes","LB11",2008,61774,59793,68179,57492,65447
"Income after taxes","LB11",2009,60753,57866,68986,56795,63279
"Income after taxes","LB11",2010,60712,56918,66168,57329,65507
"Income after taxes","LB11",2011,61673,59394,69334,57205,64909
"Income after taxes","LB11",2012,63370,62652,69289,58488,67404
"Income after taxes","LB11",2013,56352,55314,61932,52680,58995
"Interest, dividends, rent income, property income","LB11",1984,938,1045,975,748,1089
"Interest, dividends, rent income, property income","LB11",1985,1126,1114,1097,1125,1177
"Interest, dividends, rent income, property income","LB11",1986,973,864,1024,856,1259
"Interest, dividends, rent income, property income","LB11",1987,1115,876,905,1307,1284
"Interest, dividends, rent income, property income","LB11",1988,1016,1028,877,804,1466
"Interest, dividends, rent income, property income","LB11",1989,1253,994,1468,1207,1432
"Interest, dividends, rent income, property income","LB11",1990,1059,733,1312,973,1334
"Interest, dividends, rent income, property income","LB11",1991,1164,1050,1015,1108,1522
"Interest, dividends, rent income, property income","LB11",1992,1130,1105,1111,896,1532
"Interest, dividends, rent income, property income","LB11",1993,1029,889,1185,898,1239
"Interest, dividends, rent income, property income","LB11",1994,1087,748,1065,1112,1437
"Interest, dividends, rent income, property income","LB11",1995,861,768,835,870,980
"Interest, dividends, rent income, property income","LB11",1996,761,826,825,535,1001
"Interest, dividends, rent income, property income","LB11",1997,822,661,655,682,1339
"Interest, dividends, rent income, property income","LB11",1998,871,733,838,676,1311
"Interest, dividends, rent income, property income","LB11",1999,1104,738,916,833,2001
"Interest, dividends, rent income, property income","LB11",2000,927,871,733,893,1190
"Interest, dividends, rent income, property income","LB11",2001,951,960,633,956,1202
"Interest, dividends, rent income, property income","LB11",2002,924,994,762,704,1350
"Interest, dividends, rent income, property income","LB11",2003,1097,1128,1285,716,1538
"Interest, dividends, rent income, property income","LB11",2004,1261,1318,1525,962,1460
"Interest, dividends, rent income, property income","LB11",2005,1379,1406,1421,891,2107
"Interest, dividends, rent income, property income","LB11",2006,1486,2151,1485,1145,1351
"Interest, dividends, rent income, property income","LB11",2007,1746,1677,1730,1436,2320
"Interest, dividends, rent income, property income","LB11",2008,1509,1382,1478,1457,1751
"Interest, dividends, rent income, property income","LB11",2009,1460,1472,1688,1455,1265
"Interest, dividends, rent income, property income","LB11",2010,1182,1100,1274,1038,1420
"Interest, dividends, rent income, property income","LB11",2011,1281,1213,1487,894,1808
"Interest, dividends, rent income, property income","LB11",2012,1358,1576,1379,793,2059
"Interest, dividends, rent income, property income","LB11",2013,1411,1696,1506,968,1790
"Life and other personal insurance","LB11",1984,300,299,242,335,305
"Life and other personal insurance","LB11",1985,278,307,220,322,229
"Life and other personal insurance","LB11",1986,292,282,243,335,286
"Life and other personal insurance","LB11",1987,294,302,258,336,252
"Life and other personal insurance","LB11",1988,314,312,290,340,299
"Life and other personal insurance","LB11",1989,346,341,337,390,291
"Life and other personal insurance","LB11",1990,345,355,341,368,298
"Life and other personal insurance","LB11",1991,356,367,397,366,283
"Life and other personal insurance","LB11",1992,353,333,367,395,293
"Life and other personal insurance","LB11",1993,399,323,356,468,420
"Life and other personal insurance","LB11",1994,398,395,412,432,332
"Life and other personal insurance","LB11",1995,373,400,353,392,330
"Life and other personal insurance","LB11",1996,353,364,351,380,299
"Life and other personal insurance","LB11",1997,379,361,386,421,322
"Life and other personal insurance","LB11",1998,398,397,445,416,330
"Life and other personal insurance","LB11",1999,394,378,403,411,379
"Life and other personal insurance","LB11",2000,399,429,423,407,333
"Life and other personal insurance","LB11",2001,410,474,405,418,335
"Life and other personal insurance","LB11",2002,406,448,460,389,345
"Life and other personal insurance","LB11",2003,397,423,454,381,347
"Life and other personal insurance","LB11",2004,390,439,364,394,357
"Life and other personal insurance","LB11",2005,381,380,374,419,326
"Life and other personal insurance","LB11",2006,322,344,334,313,304
"Life and other personal insurance","LB11",2007,309,347,342,298,262
"Life and other personal insurance","LB11",2008,317,306,384,321,265
"Life and other personal insurance","LB11",2009,309,340,350,298,262
"Life and other personal insurance","LB11",2010,318,384,350,286,279
"Life and other personal insurance","LB11",2011,317,296,406,307,282
"Life and other personal insurance","LB11",2012,353,334,332,393,320
"Life and other personal insurance","LB11",2013,319,310,376,310,295
"Maintenance, rep., ins., oth. exp., owned dwelling","LB11",1984,390,381,410,387,386
"Maintenance, rep., ins., oth. exp., owned dwelling","LB11",1985,441,430,447,411,500
"Maintenance, rep., ins., oth. exp., owned dwelling","LB11",1986,456,412,528,436,468
"Maintenance, rep., ins., oth. exp., owned dwelling","LB11",1987,449,448,511,410,451
"Maintenance, rep., ins., oth. exp., owned dwelling","LB11",1988,496,480,552,470,502
"Maintenance, rep., ins., oth. exp., owned dwelling","LB11",1989,533,485,661,451,596
"Maintenance, rep., ins., oth. exp., owned dwelling","LB11",1990,540,484,569,531,591
"Maintenance, rep., ins., oth. exp., owned dwelling","LB11",1991,559,512,599,569,562
"Maintenance, rep., ins., oth. exp., owned dwelling","LB11",1992,560,574,562,539,578
"Maintenance, rep., ins., oth. exp., owned dwelling","LB11",1993,628,585,657,624,657
"Maintenance, rep., ins., oth. exp., owned dwelling","LB11",1994,651,600,629,628,774
"Maintenance, rep., ins., oth. exp., owned dwelling","LB11",1995,715,663,659,699,857
"Maintenance, rep., ins., oth. exp., owned dwelling","LB11",1996,729,641,765,734,786
"Maintenance, rep., ins., oth. exp., owned dwelling","LB11",1997,738,742,784,650,836
"Maintenance, rep., ins., oth. exp., owned dwelling","LB11",1998,775,851,828,649,845
"Maintenance, rep., ins., oth. exp., owned dwelling","LB11",1999,854,854,842,749,1032
"Maintenance, rep., ins., oth. exp., owned dwelling","LB11",2000,825,903,874,739,834
"Maintenance, rep., ins., oth. exp., owned dwelling","LB11",2001,884,941,974,778,914
"Maintenance, rep., ins., oth. exp., owned dwelling","LB11",2002,960,983,1003,886,1019
"Maintenance, rep., ins., oth. exp., owned dwelling","LB11",2003,965,903,1026,942,1013
"Maintenance, rep., ins., oth. exp., owned dwelling","LB11",2004,997,980,1200,879,1034
"Maintenance, rep., ins., oth. exp., owned dwelling","LB11",2005,1101,1016,1288,1000,1192
"Maintenance, rep., ins., oth. exp., owned dwelling","LB11",2006,1115,1050,1162,1070,1213
"Maintenance, rep., ins., oth. exp., owned dwelling","LB11",2007,1131,1126,1252,1044,1176
"Maintenance, rep., ins., oth. exp., owned dwelling","LB11",2008,1176,1140,1258,1087,1288
"Maintenance, rep., ins., oth. exp., owned dwelling","LB11",2009,1138,1195,1214,1158,984
"Maintenance, rep., ins., oth. exp., owned dwelling","LB11",2010,1112,1102,1349,1043,1042
"Maintenance, rep., ins., oth. exp., owned dwelling","LB11",2011,1120,1124,1338,1029,1085
"Maintenance, rep., ins., oth. exp., owned dwelling","LB11",2012,1153,1080,1387,1051,1208
"Maintenance, rep., ins., oth. exp., owned dwelling","LB11",2013,1182,1251,1460,1090,1041
"Medical services","LB11",1984,454,414,481,458,474
"Medical services","LB11",1985,496,508,424,529,504
"Medical services","LB11",1986,502,413,589,501,524
"Medical services","LB11",1987,467,423,461,466,528
"Medical services","LB11",1988,529,492,587,500,564
"Medical services","LB11",1989,542,483,550,527,633
"Medical services","LB11",1990,562,457,559,573,676
"Medical services","LB11",1991,555,521,528,581,580
"Medical services","LB11",1992,533,463,540,543,596
"Medical services","LB11",1993,574,481,602,613,595
"Medical services","LB11",1994,571,507,548,578,661
"Medical services","LB11",1995,512,479,542,483,568
"Medical services","LB11",1996,543,549,488,547,581
"Medical services","LB11",1997,531,521,480,502,638
"Medical services","LB11",1998,542,550,464,570,559
"Medical services","LB11",1999,558,559,568,524,600
"Medical services","LB11",2000,568,575,504,533,669
"Medical services","LB11",2001,573,570,551,529,664
"Medical services","LB11",2002,590,566,505,597,676
"Medical services","LB11",2003,591,621,448,563,729
"Medical services","LB11",2004,648,714,597,583,731
"Medical services","LB11",2005,677,755,563,600,820
"Medical services","LB11",2006,670,697,596,614,798
"Medical services","LB11",2007,709,811,576,639,829
"Medical services","LB11",2008,727,717,693,655,881
"Medical services","LB11",2009,736,780,625,672,889
"Medical services","LB11",2010,722,726,630,660,893
"Medical services","LB11",2011,768,928,788,677,742
"Medical services","LB11",2012,839,858,801,742,1009
"Medical services","LB11",2013,796,994,749,589,985
"Miscellaneous household equipment","LB11",1984,282,257,267,296,312
"Miscellaneous household equipment","LB11",1985,292,319,255,283,315
"Miscellaneous household equipment","LB11",1986,322,329,358,273,358
"Miscellaneous household equipment","LB11",1987,340,320,343,300,430
"Miscellaneous household equipment","LB11",1988,369,385,348,342,415
"Miscellaneous household equipment","LB11",1989,386,369,317,381,486
"Miscellaneous household equipment","LB11",1990,402,341,363,342,614
"Miscellaneous household equipment","LB11",1991,477,445,474,457,556
"Miscellaneous household equipment","LB11",1992,458,485,470,393,519
"Miscellaneous household equipment","LB11",1993,493,473,573,434,535
"Miscellaneous household equipment","LB11",1994,581,545,571,547,687
"Miscellaneous household equipment","LB11",1995,557,602,548,501,602
"Miscellaneous household equipment","LB11",1996,607,547,582,624,666
"Miscellaneous household equipment","LB11",1997,707,711,723,608,847
"Miscellaneous household equipment","LB11",1998,729,717,778,616,881
"Miscellaneous household equipment","LB11",1999,692,711,666,597,844
"Miscellaneous household equipment","LB11",2000,731,782,702,630,865
"Miscellaneous household equipment","LB11",2001,667,709,634,582,787
"Miscellaneous household equipment","LB11",2002,652,749,633,571,698
"Miscellaneous household equipment","LB11",2003,648,663,617,542,828
"Miscellaneous household equipment","LB11",2004,711,822,685,630,748
"Miscellaneous household equipment","LB11",2005,782,817,638,697,1009
"Miscellaneous household equipment","LB11",2006,693,727,678,582,853
"Miscellaneous household equipment","LB11",2007,840,866,877,741,936
"Miscellaneous household equipment","LB11",2008,749,725,659,724,888
"Miscellaneous household equipment","LB11",2009,721,711,700,697,786
"Miscellaneous household equipment","LB11",2010,657,604,716,610,739
"Miscellaneous household equipment","LB11",2011,744,689,745,691,883
"Miscellaneous household equipment","LB11",2012,754,670,647,819,820
"Miscellaneous household equipment","LB11",2013,727,755,815,606,832
"Money income before taxes","LB11",1984,23464,22354,24209,22728,25441
"Money income before taxes","LB11",1985,25127,24120,25400,24735,26901
"Money income before taxes","LB11",1986,25460,23316,26576,24562,28566
"Money income before taxes","LB11",1987,27326,25772,27494,26479,30373
"Money income before taxes","LB11",1988,28540,27436,29774,27329,30624
"Money income before taxes","LB11",1989,31308,29452,34122,29669,33372
"Money income before taxes","LB11",1990,31889,29012,35521,29599,35385
"Money income before taxes","LB11",1991,33901,31535,36953,31706,37167
"Money income before taxes","LB11",1992,33854,32182,36897,31020,37212
"Money income before taxes","LB11",1993,34868,33647,37480,32364,37592
"Money income before taxes","LB11",1994,36181,33490,39096,33747,40161
"Money income before taxes","LB11",1995,36918,36436,39511,33816,39884
"Money income before taxes","LB11",1996,38014,37975,40641,35569,39790
"Money income before taxes","LB11",1997,39926,39222,43336,35691,44368
"Money income before taxes","LB11",1998,41622,40920,45333,38397,44036
"Money income before taxes","LB11",1999,43951,41983,48307,40387,47491
"Money income before taxes","LB11",2000,44649,44377,47439,41984,46670
"Money income before taxes","LB11",2001,47507,47665,50568,44218,49960
"Money income before taxes","LB11",2002,49430,49197,53983,45641,52016
"Money income before taxes","LB11",2003,51128,52445,56513,46729,52506
"Money income before taxes","LB11",2004,54453,53567,61050,50775,55682
"Money income before taxes","LB11",2005,58712,56606,63068,53311,65938
"Money income before taxes","LB11",2006,60533,57980,64232,56190,66955
"Money income before taxes","LB11",2007,63091,59389,69937,58224,68923
"Money income before taxes","LB11",2008,63563,61063,70436,58881,68031
"Money income before taxes","LB11",2009,62857,59908,71731,58641,65332
"Money income before taxes","LB11",2010,62481,58417,68409,58824,67603
"Money income before taxes","LB11",2011,63685,60897,71733,58780,67810
"Money income before taxes","LB11",2012,65596,65217,72036,60219,69700
"Money income before taxes","LB11",2013,63784,63184,71606,58624,66658
"Mortgage principal paid, owned property","LB11",1984,-365,-373,-292,-353,-457
"Mortgage principal paid, owned property","LB11",1985,-409,-412,-324,-350,-605
"Mortgage principal paid, owned property","LB11",1986,-410,-386,-335,-405,-532
"Mortgage principal paid, owned property","LB11",1987,-434,-393,-386,-437,-531
"Mortgage principal paid, owned property","LB11",1988,-480,-448,-469,-499,-497
"Mortgage principal paid, owned property","LB11",1989,-513,-472,-480,-518,-589
"Mortgage principal paid, owned property","LB11",1990,-574,-575,-544,-575,-602
"Mortgage principal paid, owned property","LB11",1991,-578,-483,-609,-546,-718
"Mortgage principal paid, owned property","LB11",1992,-844,-717,-793,-628,-1409
"Mortgage principal paid, owned property","LB11",1993,-898,-797,-1110,-730,-1088
"Mortgage principal paid, owned property","LB11",1994,-1107,-982,-1621,-770,-1310
"Mortgage principal paid, owned property","LB11",1995,-1063,-989,-1334,-847,-1244
"Mortgage principal paid, owned property","LB11",1996,-960,-990,-1077,-800,-1081
"Mortgage principal paid, owned property","LB11",1997,-1051,-1115,-1059,-889,-1238
"Mortgage principal paid, owned property","LB11",1998,-1160,-1157,-1200,-1134,-1167
"Mortgage principal paid, owned property","LB11",1999,-1366,-1302,-1324,-919,-2180
"Mortgage principal paid, owned property","LB11",2000,-1172,-1210,-1239,-1004,-1338
"Mortgage principal paid, owned property","LB11",2001,-1397,-1466,-1359,-1085,-1859
"Mortgage principal paid, owned property","LB11",2002,-1382,-1428,-1565,-1124,-1591
"Mortgage principal paid, owned property","LB11",2003,-1565,-1693,-1745,-1291,-1719
"Mortgage principal paid, owned property","LB11",2004,-1791,-2033,-1851,-1499,-1963
"Mortgage principal paid, owned property","LB11",2005,-2092,-2071,-2162,-1637,-2795
"Mortgage principal paid, owned property","LB11",2006,-2080,-2113,-2042,-1703,-2683
"Mortgage principal paid, owned property","LB11",2007,-2279,-2137,-2201,-2051,-2847
"Mortgage principal paid, owned property","LB11",2008,-2295,-2285,-2585,-1905,-2696
"Mortgage principal paid, owned property","LB11",2009,-2211,-2057,-2499,-1838,-2734
"Mortgage principal paid, owned property","LB11",2010,-2013,-1969,-2069,-1712,-2501
"Mortgage principal paid, owned property","LB11",2011,-2008,-1990,-2439,-1659,-2242
